WEO Country Code,ISO,WEO Subject Code,Country,Subject Descriptor,Subject Notes,Units,Scale,Country/Series-specific Notes,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,Estimates Start After,Unnamed: 60
253,SLV,PCPI,El Salvador,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2009. Dec.2009=100 Primary domestic currency: US dollar Data last updated: 04/2024,5.508,6.325,7.065,7.992,8.927,10.920,14.408,17.988,21.545,25.348,32.520,37.206,41.381,49.038,54.228,59.668,65.509,68.451,70.196,70.556,72.160,74.863,76.262,77.879,81.347,85.162,88.598,92.656,99.381,99.915,101.093,106.278,108.117,108.936,110.179,109.373,110.034,111.150,112.359,112.443,112.027,115.912,124.253,129.281,130.439,132.657,134.979,137.409,139.882,142.400,2023.0,
642,GNQ,PCPI,Equatorial Guinea,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: Ministry of Economy and/or Planning. Ministry of Economy, Planning, and Public Investment Latest actual data: 2022 Harmonized prices: No Base year: 2008 Primary domestic currency: CFA franc Data last updated: 03/2024",5.742,6.701,9.264,14.828,23.654,43.522,35.845,31.123,31.908,33.843,34.155,32.985,31.574,33.295,43.897,52.620,55.009,56.669,61.166,61.394,64.363,69.988,75.294,80.808,84.232,88.981,92.954,95.555,100.000,105.737,111.362,116.706,120.724,124.561,129.913,132.114,133.961,134.960,136.776,138.478,145.078,144.942,151.999,155.797,162.653,165.521,169.753,173.522,177.022,179.759,2022.0,
643,ERI,PCPI,Eritrea,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: Authorities up to 2009 and IMF staff estimates for 2010-19 Latest actual data: 2019 Harmonized prices: No Base year: 2005 Primary domestic currency: Eritrean nakfa Data last updated: 02/2024,,,,,,,,,,,,,19.995,20.953,23.707,26.548,29.279,30.374,33.249,36.041,43.230,49.553,57.916,71.045,88.884,100.000,107.707,117.841,143.964,192.698,212.540,225.051,238.633,253.604,274.805,353.078,333.387,289.028,247.405,250.622,,,,,,,,,,,2019.0,
939,EST,PCPI,Estonia,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2024,,,,,,,,,,,,,,20.035,29.583,38.163,45.697,49.952,54.338,56.022,58.224,61.500,63.707,64.590,66.553,69.293,72.372,77.253,85.447,85.617,87.963,92.432,96.332,99.459,99.933,100.000,100.800,104.480,108.045,110.496,109.795,114.722,137.032,149.523,155.741,159.614,163.620,167.727,171.937,176.252,2023.0,
734,SWZ,PCPI,Eswatini,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office. Updated methodology has been applied to the series. Prior to 2006, the data are adjusted using previous historical data as proxies to produce smooth series with the use of splicing technique. Latest actual data: 2023 Harmonized prices: No Base year: 2000 Primary domestic currency: Swazi lilangeni Data last updated: 02/2024",10.884,13.067,14.479,16.154,18.245,21.978,24.997,28.341,34.121,36.696,41.500,45.208,48.624,54.471,61.971,69.586,74.057,79.941,85.945,90.983,100.000,107.489,120.247,128.996,133.472,140.005,147.279,159.173,179.320,192.676,201.365,213.663,232.764,245.847,259.814,272.678,294.076,312.372,327.413,335.919,348.925,361.901,379.281,398.051,413.500,426.129,438.816,451.860,465.292,479.123,2023.0,
644,ETH,PCPI,Ethiopia,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office Latest actual data: 2022 Notes: For WEO purposes, calendar year Harmonized prices: No Base year: 2016 Primary domestic currency: Ethiopian birr Data last updated: 03/2024",5.246,5.348,5.764,5.969,5.950,7.044,7.435,6.755,6.904,7.569,7.964,9.625,11.649,12.812,12.962,14.693,14.828,13.876,14.375,15.517,15.620,14.333,14.570,17.158,17.711,19.775,22.456,26.328,38.011,41.234,44.588,59.405,73.741,79.693,85.594,93.784,100.000,110.687,125.999,145.918,175.618,222.673,298.243,388.369,487.684,576.379,658.693,752.763,860.268,983.125,2022.0,
819,FJI,PCPI,Fiji,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office. Fiji Islands Bureau of Statistics Latest actual data: 2023 Harmonized prices: No Base year: 2011 Primary domestic currency: Fijian dollar Data last updated: 03/2024,24.008,26.697,28.570,30.515,32.123,33.540,34.140,36.074,40.315,42.810,46.317,49.327,51.735,54.429,54.864,56.062,57.749,59.709,63.138,64.389,65.097,67.873,68.363,71.247,73.261,74.949,76.810,80.506,86.726,89.896,93.212,100.000,103.416,106.424,106.977,108.447,112.637,116.408,121.159,123.307,120.107,120.294,125.491,128.377,133.512,137.785,142.056,146.318,150.561,154.777,2023.0,
172,FIN,PCPI,Finland,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office. Eurostat, downloaded through Haver Analytics Latest actual data: 2023 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2024",32.979,36.936,40.371,43.763,46.826,49.551,50.988,53.070,55.795,59.462,62.409,65.246,67.369,69.610,70.733,71.015,71.770,72.643,73.623,74.588,76.789,78.836,80.418,81.456,81.576,82.208,83.256,84.574,87.886,89.322,90.828,93.847,96.814,98.959,100.156,100.000,100.389,101.232,102.415,103.579,103.976,106.124,113.735,118.672,120.110,122.433,124.882,127.379,129.927,132.525,2023.0,
132,FRA,PCPI,France,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: Yes Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2024,35.582,40.327,45.157,49.429,53.222,56.325,57.755,59.655,61.266,65.291,65.502,67.733,69.395,70.945,72.128,73.403,74.930,75.879,76.393,76.832,78.226,79.622,81.165,82.926,84.863,86.465,88.102,89.518,92.347,92.440,94.047,96.198,98.329,99.303,99.912,99.998,100.304,101.473,103.604,104.948,105.502,107.683,114.040,120.498,123.410,125.622,127.864,130.189,132.528,134.800,2023.0,
646,GAB,PCPI,Gabon,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office. Macroeconomics Department Latest actual data: 2023 Harmonized prices: Yes Base year: 2000 Primary domestic currency: CFA franc Data last updated: 03/2024,41.899,45.503,53.101,58.624,62.083,66.615,70.878,70.169,63.293,67.662,78.061,70.387,63.670,64.010,87.128,95.533,96.192,100.014,101.463,99.499,100.000,102.136,102.304,104.457,104.884,106.112,104.620,103.552,109.002,111.057,112.664,114.086,117.147,117.710,123.021,122.845,125.408,128.734,134.884,137.611,139.954,141.462,147.475,152.834,156.028,159.404,162.965,166.730,170.660,174.792,2023.0,
648,GMB,PCPI,The Gambia,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 1990 Primary domestic currency: Gambian dalasi Data last updated: 03/2024,20.415,22.031,23.846,26.384,32.217,38.119,59.677,73.827,82.354,89.152,100.000,108.642,118.946,126.637,128.803,137.795,139.310,143.184,144.780,150.291,151.570,158.379,172.015,201.312,230.074,241.484,246.448,259.682,271.240,283.593,297.913,312.201,326.703,343.827,365.358,390.233,418.425,452.106,481.587,515.856,546.453,586.728,654.280,765.286,881.017,973.724,"1,037.503","1,089.378","1,143.847","1,201.039",2022.0,
915,GEO,PCPI,Georgia,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2010. The PCPI series are rebased, consistent with Geostat, to 2010 average = 100. Primary domestic currency: Georgian lari Data last updated: 04/2024",,,,,,,,,,,,,,,,,38.400,41.150,42.617,50.775,52.819,55.294,58.379,61.173,64.633,69.963,76.372,83.433,91.776,93.361,100.000,108.543,107.519,106.969,110.251,114.665,117.113,124.181,127.429,133.613,140.564,154.012,172.336,176.624,181.181,188.803,195.133,201.003,207.033,213.244,2023.0,
134,DEU,PCPI,Germany,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office Latest actual data: 2023 Notes: Data until 1990 refers to German federation only (West Germany). Data from 1991 refer to United Germany. Harmonized prices: Yes. Until 1995 Consumer Price Index Annual Average, from 1996 and onwards harmonized Consumer Price Index Annual Average. Base year: 2015 Primary domestic currency: Euro Data last updated: 03/2024",48.740,51.822,54.546,56.338,57.687,58.890,58.816,58.959,59.709,61.368,63.017,65.206,68.496,71.562,73.507,74.780,75.733,76.875,77.333,77.833,78.933,80.433,81.500,82.375,83.842,85.458,86.975,88.950,91.400,91.625,92.650,94.950,97.000,98.558,99.317,99.992,100.358,102.067,104.042,105.450,105.842,109.242,118.708,125.867,128.895,131.498,134.090,136.737,139.456,142.258,2023.0,
652,GHA,PCPI,Ghana,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2012 Primary domestic currency: Ghanaian cedi Data last updated: 03/2024,0.057,0.123,0.151,0.335,0.469,0.518,0.645,0.901,1.184,1.483,2.035,2.403,2.644,3.304,4.126,6.573,9.497,11.855,14.132,15.895,19.886,26.435,30.360,38.443,43.312,49.850,55.674,61.647,71.822,81.259,86.702,93.357,99.959,111.621,128.907,151.019,177.378,199.323,218.931,234.571,257.758,283.471,373.368,513.498,627.858,700.099,756.107,816.596,881.924,952.478,2022.0,
174,GRC,PCPI,Greece,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office. Formally, the National Statistical Office (ELSTAT) Latest actual data: 2023 Harmonized prices: Yes Base year: 2005 Primary domestic currency: Euro Data last updated: 03/2024",6.189,7.702,9.330,11.212,13.282,15.847,19.494,22.691,25.758,29.288,35.272,42.135,48.825,55.861,61.935,67.378,72.682,76.637,80.099,81.814,84.184,87.249,90.671,93.799,96.631,100.000,103.314,106.402,110.903,112.397,117.684,121.354,122.609,121.562,119.868,118.557,118.573,119.922,120.851,121.476,119.943,120.632,131.850,137.328,141.103,144.060,146.931,149.723,152.559,155.449,2023.0,
328,GRD,PCPI,Grenada,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2010. Jan. 2010 = 100 Primary domestic currency: Eastern Caribbean dollar Data last updated: 02/2024,36.130,42.918,46.271,49.092,51.870,53.168,53.464,52.997,55.117,58.200,59.786,61.367,63.685,65.474,69.687,71.797,73.256,74.168,75.210,75.642,77.262,78.553,79.392,81.103,82.978,85.863,89.513,92.968,100.436,100.126,103.567,106.708,109.281,109.233,108.158,107.526,109.371,110.368,111.257,111.923,111.093,112.449,115.353,118.855,120.887,123.327,125.822,128.368,130.966,133.616,2022.0,
258,GTM,PCPI,Guatemala,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2023 Harmonized prices: No Base year: 2023. December 2023 = 100 Primary domestic currency: Guatemalan quetzal Data last updated: 03/2024,2.532,2.820,2.958,3.157,3.258,3.883,5.156,5.716,6.304,7.123,9.828,13.278,14.638,16.594,18.670,20.241,22.478,24.554,26.178,27.543,29.189,31.318,33.863,35.763,38.471,41.973,44.728,47.778,53.206,54.195,56.286,59.775,62.047,64.741,66.955,68.554,71.603,74.773,77.576,80.449,83.033,86.573,92.531,98.276,102.231,106.282,110.523,114.937,119.572,124.394,2023.0,
656,GIN,PCPI,Guinea,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office Latest actual data: 2023 Notes: The change in inflation reflects the transition to the new CPI data that the authorities released in November 2022. The new index, starting from August 2022, has updated its weights from 2002 to 2019, and expanded coverage to include the entire country instead of just Conakry as in the previous index. It was developed with technical assistance from AFRISTAT and reviewed by STA. The figures presented in the tables rely only on Conakry’s information, as there is insufficient data available for the other regions to calculate an annual average. Further changes will need to be accommodated once there is sufficient data availability to transition to the full-country index. The new CPI results in a lower inflation rate at the end of 2022 and a faster decline in inflation in 2023. Harmonized prices: No Base year: 1991 Primary domestic currency: Guinean franc Data last updated: 03/2024",5.001,6.751,8.770,11.424,14.396,17.136,28.224,38.636,49.180,63.076,79.283,94.888,110.600,118.492,123.492,130.350,134.242,136.842,143.825,150.375,160.550,169.183,174.192,193.416,227.192,298.435,401.999,493.898,584.611,611.979,706.627,857.500,988.071,"1,105.528","1,212.899","1,311.758","1,418.981","1,545.476","1,697.334","1,858.083","2,055.083","2,313.952","2,556.888","2,756.325","3,060.451","3,372.019","3,697.934","4,037.204","4,390.038","4,767.582",2023.0,
654,GNB,PCPI,Guinea-Bissau,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,"Source: National Statistics Office Latest actual data: 2022 Notes: Data prior to 1997 cannot be confirmed by national sources at this time. Harmonized prices: No. The data cover only the national capital, Bissau. Base year: 2014. New rebased data provided by INE Primary domestic currency: CFA franc Data last updated: 02/2024",0.067,0.095,0.110,0.136,0.224,0.477,0.604,1.128,1.809,3.270,4.349,6.854,11.615,17.216,19.829,28.778,43.435,64.746,69.972,68.508,74.407,76.826,79.363,76.606,77.234,79.828,81.387,85.153,94.048,92.508,93.499,98.225,100.249,101.031,99.988,101.470,104.217,104.023,104.420,104.718,106.251,109.729,118.417,126.900,130.707,133.321,135.988,138.707,141.481,144.311,2022.0,
336,GUY,PCPI,Guyana,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: 2022 Harmonized prices: No Base year: 2009. Base year is December 2009 Primary domestic currency: Guyanese dollar Data last updated: 03/2024,0.836,1.022,1.232,1.421,1.778,2.045,2.207,2.840,3.973,7.529,12.370,25.124,31.832,34.506,38.784,43.524,46.611,48.269,50.474,54.276,57.593,59.118,62.287,66.011,69.094,73.878,78.811,88.426,95.590,98.413,102.646,107.170,109.733,111.828,112.593,111.618,112.542,114.729,116.189,118.619,120.081,124.069,132.105,138.098,141.956,148.433,156.604,165.193,174.304,184.155,2022.0,
263,HTI,PCPI,Haiti,"Inflation, average consumer prices","Expressed in averages for the year, not end-of-period data. A consumer price index (CPI) measures changes in the prices of goods and services that households consume. Such changes affect the real purchasing power of consumers' incomes and their welfare. As the prices of different goods and services do not all change at the same rate, a price index can only reflect their average movement. A price index is typically assigned a value of unity, or 100, in some reference period and the values of the index for other periods of time are intended to indicate the average proportionate, or percentage, change in prices from this price reference period. Price indices can also be used to measure differences in price levels between different cities, regions or countries at the same point in time. [CPI Manual 2004, Introduction] For euro countries, consumer prices are calculated based on harmonized prices. For more information see http://epp.eurostat.ec.europa.eu/cache/ITY_OFFPUB/KS-BE-04-001/EN/KS-BE-04-001-EN.PDF.]",Index,Units,Source: National Statistics Office Latest actual data: FY2021/22. New rebased series from October 2017 (fiscal year 2018). Harmonized prices: No Base year: FY2017/18 Primary domestic currency: Haitian gourde Data last updated: 03/2024,1.914,2.122,2.278,2.511,2.672,2.957,3.054,2.704,2.815,3.010,3.650,4.213,5.029,6.163,8.786,11.439,13.794,15.395,16.410,16.868,17.956,20.737,22.096,27.010,33.954,38.745,43.771,46.797,52.652,55.599,57.223,60.222,63.654,67.027,69.142,72.818,81.145,89.754,100.000,117.308,144.225,167.216,213.328,307.405,378.147,432.132,485.933,541.883,604.275,673.850,2022.0,
